id_obs,id_sub,id_ses,participantcode,participantlabel,payoff,sessioncode,sessionlabel,treatment_past,treatment_future,matching_group,time_total,time_questions,time_waiting,role,round,earnings,group_id,state,message,action,bias,noise,time_decision,time_results,risk,risk_payoff,crt,time_crt,crt_payoff,trust_sender,trust_receiver,age,study,gender
2817,47,7,huwithyo,PC03,29.55,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,19,32,Sender,57,94,1,5,5,5,Medium,4,5,4,6,350,2,3,100,Neither agree nor disagree,Neither agree nor disagree,21,Economics,Male
2818,47,7,huwithyo,PC03,29.55,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,19,32,Sender,58,109,1,2,3,3,Medium,-1,5,18,6,350,2,3,100,Neither agree nor disagree,Neither agree nor disagree,21,Economics,Male
2819,47,7,huwithyo,PC03,29.55,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,19,32,Sender,59,108,1,4,5,5,Medium,-2,3,11,6,350,2,3,100,Neither agree nor disagree,Neither agree nor disagree,21,Economics,Male
2820,47,7,huwithyo,PC03,29.55,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,19,32,Sender,60,90,3,3,4,3,Medium,0,3,10,6,350,2,3,100,Neither agree nor disagree,Neither agree nor disagree,21,Economics,Male
2821,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,1,113,1,1,1,1,Large,3,14,27,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2822,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,2,17,1,1,4,4,Large,1,28,5,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2823,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,3,108,2,1,1,1,Large,-2,34,10,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2824,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,4,90,4,3,4,4,Large,0,21,27,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2825,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,5,108,3,2,2,2,Large,-2,27,23,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2826,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,6,106,2,3,3,3,Large,-4,8,4,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2827,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,7,55,4,3,4,5,Large,-2,29,4,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2828,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,8,108,3,5,5,5,Large,-2,8,26,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2829,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,9,108,2,2,2,2,Large,-2,38,17,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2830,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,10,112,3,5,5,5,Large,2,8,5,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2831,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,11,56,3,1,3,3,Large,-1,12,14,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2832,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,12,107,1,5,5,5,Large,-3,4,29,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2833,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,13,109,2,2,2,2,Large,-1,7,4,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2834,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,14,108,3,4,4,4,Large,-2,6,16,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2835,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,15,86,3,4,5,5,Large,-4,4,23,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2836,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,16,109,1,5,5,5,Large,-1,6,14,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2837,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,17,57,4,3,5,5,Large,0,5,19,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2838,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,18,108,3,5,5,5,Large,-2,7,23,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2839,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,19,110,3,4,4,4,Large,0,6,30,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2840,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,20,110,2,5,5,5,Large,0,16,5,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2841,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,21,88,1,3,4,4,Large,-2,9,19,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2842,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,22,59,4,1,3,3,Large,2,15,7,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2843,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,23,58,3,1,3,3,Large,1,7,7,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2844,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,24,93,3,3,4,4,Large,3,14,38,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2845,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,25,94,4,4,4,5,Large,4,6,53,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2846,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,26,58,3,3,5,5,Large,1,6,6,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2847,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,27,114,1,4,4,4,Large,4,2,8,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2848,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,28,109,1,4,4,4,Large,-1,11,15,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2849,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,29,110,4,5,5,5,Large,0,3,21,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2850,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,30,110,1,2,2,2,Large,0,10,3,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2851,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,31,110,3,5,5,5,Medium,0,51,0,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2852,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,32,114,3,2,2,2,Medium,4,4,7,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2853,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,33,107,2,2,2,2,Medium,-3,4,6,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2854,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,34,110,4,2,2,2,Medium,0,4,2,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2855,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,35,111,1,1,1,1,Medium,1,4,23,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2856,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,36,114,4,2,2,2,Medium,4,49,7,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2857,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,37,108,4,3,3,3,Medium,-2,7,33,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2858,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,38,89,3,2,3,3,Medium,-1,3,12,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2859,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,39,108,2,2,2,2,Medium,-2,8,0,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2860,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,40,112,3,5,5,5,Medium,2,7,51,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2861,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,41,112,4,5,5,5,Medium,2,6,34,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2862,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,42,88,4,3,4,4,Medium,-2,5,7,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2863,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,43,113,2,5,5,5,Medium,3,6,29,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2864,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,44,110,3,5,5,5,Medium,0,6,14,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2865,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,45,90,2,2,3,3,Medium,0,15,15,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2866,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,46,107,3,4,4,4,Medium,-3,4,32,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2867,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,47,92,1,4,5,5,Medium,2,4,44,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2868,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,48,111,4,5,5,5,Medium,1,8,6,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2869,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,49,87,2,3,4,4,Medium,-3,6,4,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2870,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,50,109,1,5,5,5,Medium,-1,6,49,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2871,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,51,93,3,3,4,4,Medium,3,10,0,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2872,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,52,94,1,3,4,4,Medium,4,7,5,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2873,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,53,88,4,4,5,5,Medium,-2,5,5,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2874,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,54,90,2,2,3,3,Medium,0,8,19,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2875,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,55,87,1,4,5,5,Medium,-3,4,12,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2876,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,56,106,2,4,4,4,Medium,-4,6,4,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2877,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,57,114,1,5,5,5,Medium,4,6,14,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2878,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,58,109,2,2,2,2,Medium,-1,5,13,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2879,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,59,88,3,4,5,5,Medium,-2,5,6,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2880,48,8,xekgj5ok,PC15,30.14,kmk6tjfk,EX2012-05b,Conflict,Frequent,2,72.533333,45,32,Receiver,60,90,1,3,4,4,Medium,0,5,9,1,140,1,4,50,Agree,Neither agree nor disagree,29,Non-econ,Male
2881,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,1,110,2,1,1,1,Low,3,60,9,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2882,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,2,107,2,1,1,1,Low,0,9,11,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2883,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,3,104,3,1,1,1,Low,-3,22,14,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2884,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,4,107,1,3,3,3,Low,0,18,4,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2885,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,5,111,3,2,2,2,Low,4,15,14,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2886,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,6,110,4,3,3,3,Low,3,13,12,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2887,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,7,111,2,3,3,3,Low,4,14,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2888,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,8,111,2,5,5,5,Low,4,19,5,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2889,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,9,107,2,2,2,2,Low,0,11,9,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2890,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,10,107,4,5,5,5,Low,0,7,29,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2891,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,11,104,3,1,1,1,Low,-3,7,85,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2892,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,12,106,2,5,5,5,Low,-1,10,3,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2893,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,13,110,4,2,2,2,Low,3,12,5,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2894,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,14,109,3,4,4,4,Low,2,7,6,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2895,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,15,108,3,4,4,4,Low,1,9,8,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2896,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,16,103,4,5,5,5,Low,-4,13,9,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2897,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,17,107,3,3,3,3,Low,0,6,2,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2898,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,18,108,3,5,5,5,Low,1,5,12,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2899,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,19,105,3,4,4,4,Low,-2,6,5,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2900,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,20,110,2,5,5,5,Low,3,7,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2901,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,21,107,4,3,3,3,Low,0,14,9,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2902,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,22,107,2,1,1,1,Low,0,11,4,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2903,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,23,109,2,1,1,1,Low,2,21,13,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2904,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,24,109,1,3,3,3,Low,2,9,4,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2905,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,25,103,2,4,4,4,Low,-4,8,16,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2906,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,26,105,3,3,3,3,Low,-2,7,21,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2907,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,27,107,4,4,4,4,Low,0,5,8,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2908,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,28,111,4,4,4,4,Low,4,11,6,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2909,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,29,107,3,5,5,5,Low,0,7,11,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2910,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,30,103,3,2,2,2,Low,-4,10,6,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2911,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,31,87,2,5,5,5,Medium,-3,11,10,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2912,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,32,106,2,2,2,2,Low,-1,9,20,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2913,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,33,103,3,2,2,2,Low,-4,8,40,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2914,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,34,106,2,2,2,2,Low,-1,11,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2915,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,35,109,2,1,2,2,Medium,-1,14,12,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2916,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,36,108,3,2,2,2,Low,1,12,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2917,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,37,107,2,3,3,3,Low,0,12,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2918,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,38,110,4,2,2,2,Low,3,9,10,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2919,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,39,111,1,2,3,3,Medium,1,37,41,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2920,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,40,108,4,5,5,5,Low,1,5,5,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2921,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,41,109,3,5,5,5,Low,2,17,4,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2922,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,42,112,1,3,4,4,Medium,2,5,26,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2923,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,43,91,4,5,5,5,Medium,1,14,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2924,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,44,107,4,5,5,5,Low,0,11,7,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2925,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,45,105,3,2,2,2,Low,-2,5,37,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2926,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,46,109,2,4,5,5,Medium,-1,6,3,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2927,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,47,106,4,4,5,5,Medium,-4,7,40,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2928,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,48,107,2,5,5,5,Low,0,6,6,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2929,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,49,107,3,3,3,3,Low,0,12,13,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2930,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,50,111,2,5,5,5,Low,4,32,11,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2931,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,51,104,4,3,3,3,Low,-3,5,3,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
